lng,lat
77.089539,28.609674
73.013405,26.299938
78.157845,26.202232
78.342934,29.531151
78.211517,26.245176
83.301376,17.735182
77.639969,13.028005
75.757202,18.984575
78.493797,17.363512
72.859375,19.305601
78.127579,9.933491
77.078239,28.602983
72.844902,19.028082
79.057442,21.109221
78.73912,28.843233
78.465958,17.33584
75.858482,22.700949
81.877068,25.379194
72.244148,25.83547
78.754707,21.774109
85.118111,25.609688
78.303131,30.119858
73.890686,18.477091
78.459923,17.345316
88.395699,22.77129
86.220612,24.924376
79.70343,12.837754
83.093842,25.454666
77.202614,8.299226
75.862839,25.147743
71.628769,22.714808
77.973228,27.194145
75.059654,24.071531
92.718117,23.717396
76.952461,28.405382
83.397636,26.781536
77.240585,28.497511
77.918175,29.83984
73.613884,22.773596
78.385643,27.16354
81.634331,21.236977
-98.496574,29.387428
74.216423,16.670483
72.872696,19.115492
77.720886,12.968997
77.008942,27.941439
72.961014,19.208258
85.353676,26.124815
82.987785,24.474503
77.524681,24.394129
75.830879,25.13739
77.713615,12.800494
77.532745,12.97194
75.890427,22.744614
87.075226,23.2306
77.546761,12.925453
77.744133,29.009857
84.667526,25.54677
81.7939,17.032101
77.052849,28.636944
75.305504,19.890022
73.934982,18.550985
79.740021,16.052683
72.581902,23.026352
73.883942,18.545191
78.02739,27.206295
77.004173,28.73473
85.16053,25.593819
75.91011,31.535049
81.867058,25.448093
83.343399,26.351498
73.820297,18.489759
80.231667,13.116018
77.40995,28.523951
76.865005,29.95948
74.629799,26.460005
74.638405,26.458269
77.202835,28.647284
83.469711,26.371571
76.985451,28.609013
75.645538,31.315046
76.551811,18.411379
77.724464,11.33282
77.315292,28.395403
73.202995,19.206821
78.53849,17.427999
79.095932,21.15848
72.930786,19.103491
72.900063,21.221901
88.381622,22.723703
88.363258,22.864773
73.741013,27.199755
78.007179,27.229446
84.672592,25.558577
77.742348,29.27692
78.521362,17.327404
78.529747,17.331709
73.813034,18.58712
89.450188,26.323757
86.219185,22.834177
72.570023,23.054422
76.647987,12.310266
73.788132,18.592562
80.994736,26.884535
83.366249,26.722151
77.048088,28.701616
78.210449,17.073072
75.699387,29.122923
87.078003,23.23
85.202698,25.145596
77.003197,20.693438
78.986504,30.153292
78.054649,27.91011
74.616852,24.864614
77.288719,28.548244
73.769249,18.607235
77.463959,13.059039
88.387131,22.487022
78.18779,26.233717
87.538818,23.899002
83.550888,27.140041
80.302307,26.401413
87.448013,26.134132
77.223526,28.575327
77.552177,12.90688
77.605797,12.926159
77.597008,13.035781
77.63533,13.171509
77.570839,12.977439
77.540916,13.027966
77.483101,12.937803
77.512688,12.961025
78.461906,17.357674
76.311371,10.023286
75.380325,19.855619
77.073807,28.638754
72.560043,23.046453
72.59169,23.110266
78.557838,17.460293
73.849785,20.021883
73.243126,22.291061
85.816391,20.234053
73.813065,15.596698
78.51252,17.354765
73.498299,26.654217
70.358711,20.908331
78.823837,14.46267
76.323204,9.936811
75.784187,26.878786
77.07695,28.463531
78.162872,11.217669
73.08078,19.046707
69.669014,23.239769
81.020348,26.86241
74.655357,25.341543
78.348915,17.440081
73.826561,18.466921
73.809181,18.444799
74.789291,31.626261
78.448547,17.356298
76.342911,9.957396
76.165329,24.58176
76.332848,26.891129
70.810135,22.290136
77.181854,28.670048
77.219406,28.562492
75.914391,22.731457
78.005814,26.50474
80.193176,13.12462
78.511192,17.357361
80.486359,28.07062
73.010269,19.016426
84.599503,27.282644
75.787766,26.84852
77.180496,28.549587
77.353973,8.159477
73.96978,15.286691
75.062576,23.459316
77.731224,11.338637
77.445244,28.653933
79.065918,21.106831
75.394318,29.995493
84.885452,25.027067
74.237007,16.669649
73.778496,18.65089
77.203354,28.620749
77.646454,13.019144
87.142052,25.649021
72.566948,23.028555
72.856926,21.184973
72.908218,19.085649
78.026436,27.904745
72.776001,19.46291
78.770325,28.807949
77.160629,28.493814
82.146889,22.100241
88.433372,26.714718
88.134972,25.057747
77.000351,10.905185
78.054062,27.160357
76.582321,18.3923
76.590057,18.404455
72.596245,23.006741
73.839165,18.500895
78.075546,27.879303
77.157906,28.717163
77.61866,12.890294
77.70945,12.967507
77.76915,20.932762
77.746864,20.932142
76.75325,30.768398
72.816101,19.366636
77.376076,28.605511
79.625053,17.987816
78.512314,17.421736
73.216766,22.293842
72.561066,23.036406
75.518204,32.39032
78.958031,20.063187
74.873344,32.741238
77.138596,28.699774
88.385956,22.594044
80.941322,26.846012
72.562515,23.013054
72.896355,19.032801
82.089996,24.775
77.090332,28.855574
78.039871,27.182396
77.108749,28.530846
72.645699,23.058451
76.851814,28.292063
76.694687,30.729311
85.307159,23.310863
73.069908,19.047321
76.966698,11.020522
73.80294,19.981485
72.551537,23.38125
79.947327,23.15279
76.659714,12.329091
73.064102,19.286274
77.576317,12.970923
74.572609,16.867798
77.528976,12.959791
79.70385,12.834982
74.220757,16.699011
81.197067,26.929331
85.128548,25.62278
77.138855,28.632141
75.355797,19.858644
82.691544,26.468395
72.602852,23.104681
78.335861,17.550219
79.820572,11.956956
77.538284,12.988618
73.014992,19.051493
77.139069,28.761915
72.961014,19.208258
73.741905,18.652252
73.098938,19.223276
73.67585,24.585646
78.031471,27.213606
79.138565,10.786621
77.174065,28.719646
80.656067,16.499725
77.608307,12.942004
75.705162,13.813026
75.852669,30.860659
76.389435,29.819033
76.990662,11.010286
72.994644,19.198675
77.752357,8.736721
76.702637,29.139343
88.016739,25.383047
76.262573,20.348515
76.183929,20.533703
80.301811,26.492607
73.862686,18.501059
79.066895,30.734627
73.096458,19.016804
85.36142,26.128012
78.449333,17.366859
77.540581,29.943928
72.923943,19.140718
72.848755,19.216101
77.609467,13.010948
77.564293,13.003062
72.847084,19.217907
73.064514,22.329714
83.016296,25.108763
88.379776,22.555132
77.008324,31.378847
73.850533,18.46162
79.428894,23.821827
78.490822,17.441378
80.211266,13.071954
80.201653,12.965363
76.628807,12.284066
77.343407,28.662876
75.494316,11.74679
75.773483,26.843037
78.473976,17.464064
74.613693,25.326876
80.296242,26.427971
80.241096,13.018031
77.088425,28.692537
76.122574,28.788055
77.259552,28.536673
77.576759,13.036464
72.993477,19.157934
90.620003,26.17
90.615677,26.128725
80.192352,12.917143
75.81073,26.806683
75.891151,22.764351
72.511726,23.049736
77.034431,26.736624
80.17749,13.048472
72.517845,23.030357
80.983299,26.883301
75.914803,17.628536
75.837418,30.932747
73.171631,22.302227
72.813934,21.190109
77.454422,23.17926
72.950996,22.556
72.82766,19.136326
85.126984,25.615042
78.523125,17.433865
78.016685,27.171347
77.131432,28.430943
85.526421,23.63438
77.191154,28.563286
72.845367,19.102512
72.599586,22.99617
80.283791,13.064262
77.669907,12.900836
77.274315,28.636589
78.013832,11.385917
90.224464,25.567938
87.776337,21.937288
74.470146,34.298676
76.962662,29.396534
72.978828,19.190956
73.317078,28.007235
73.760559,20.003805
87.36618,25.503117
78.686676,10.79319
75.894058,22.79084
87.776337,26.307793
80.251648,13.044403
80.826889,25.927673
80.223068,13.01841
75.227486,20.894115
73.721283,19.99744
77.58773,12.862374
77.609222,12.943882
76.971504,11.009958
80.753632,27.979849
75.773911,26.900333
72.61216,23.029661
75.902046,22.709221
78.524094,30.293461
76.632607,12.304202
74.774666,34.07655
78.089439,15.757119
77.090981,28.737324
87.954308,26.105259
72.943108,19.174673
72.588501,23.084591
72.998917,26.22337
75.845322,25.162998
78.13221,11.671406
84.718498,23.397568
72.859352,19.02301
84.093651,18.778294
77.193459,28.672064
75.857277,30.900965
77.21711,28.642361
72.934372,19.10527
72.931137,19.1499
77.046051,28.59214
80.617958,16.481112
88.237656,22.58317
77.247704,28.581804
88.263641,22.59577
83.164902,20.103298
81.542862,17.10309
77.626579,12.934533
77.565781,13.021233
79.367897,11.218143
88.451271,26.691944
77.019135,28.481216
77.75013,12.971389
72.826439,18.932245
74.604118,16.736004
72.829422,19.016439
79.812325,11.916064
88.392433,22.567415
72.821693,18.914042
72.830193,18.956259
81.939369,25.895248
88.452339,22.622389
84.444649,26.467884
88.384048,22.517618
76.785637,19.97488
77.285294,28.76635
77.175064,28.510918
73.893974,18.536207
76.105087,28.062428
87.451111,23.44425
75.881927,11.218044
77.203613,28.549507
72.901756,19.009773
72.861557,19.212009
72.884438,21.220821
77.593231,13.022119
77.595718,13.019318
77.312271,28.429411
81.555389,21.288954
75.738869,26.901875
76.366623,21.819508
77.331009,28.612646
77.552727,29.962667
88.389893,22.910748
80.199432,13.041007
74.000916,17.694113
77.738434,11.351302
88.347237,22.674788
77.32383,19.135532
77.295822,28.406277
80.11927,27.399679
77.316887,24.646311
77.517242,10.452986
78.771858,28.816015
80.344963,25.475416
83.424019,26.756035
76.03801,18.172821
70.800842,21.959015
85.358841,26.107294
74.771164,20.888765
77.680382,12.967183
77.014702,28.55658
83.115692,23.903416
77.104065,28.624535
77.834694,17.390654
75.77282,11.267495
77.272102,28.700939
75.784348,11.279343
72.951202,21.265884
75.593025,11.597591
79.651016,21.175398
88.12899,23.645163
77.000114,20.704458
83.9804,26.896267
88.378754,22.240862
77.682243,28.993757
79.957672,14.411602
73.103119,21.127951
73.225578,19.909174
73.229721,19.907251
80.63398,16.515804
78.052353,9.884512
84.400032,26.36832
72.799736,21.192572
72.993675,21.699881
75.133263,20.26108
86.613335,25.883163
77.452271,28.663649
79.152161,10.794356
77.552391,29.967157
80.4403,16.305141
74.517593,15.842956
74.519058,15.84849
79.111809,10.76478
80.318527,26.441172
72.885963,21.194984
85.003525,24.793182
77.445312,8.165975
77.428604,8.145766
77.873825,9.179168
79.435226,23.831814
92.796753,24.811365
87.87632,23.259977
77.220932,28.702398
83.196381,17.711826
92.676147,24.236986
84.804306,19.312681
77.026207,26.737024
79.593246,17.960342
86.425964,23.801523
76.996727,10.660207
72.813583,19.426611
78.91008,16.694265
78.831268,20.538774
80.281616,13.084411
88.367058,22.846764
88.076469,21.647655
85.04673,25.611723
74.817482,34.035198
78.399734,17.494944
70.824631,22.297983
77.376945,28.628454
80.260918,13.073226
80.260918,13.073226
80.260918,13.073226
80.260918,13.073226
80.260918,13.073226
80.260918,13.073226
80.260918,13.073226
80.260918,13.073226
80.260918,13.073226
80.260918,13.073226
80.260918,13.073226
80.260918,13.073226
80.260918,13.073226
80.260918,13.073226
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.215652,13.010236
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.241425,13.030105
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.231667,13.116018
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.241096,13.018031
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
80.17749,13.048472
